0CM_CDT5,0VTYPE,0FISCPER,..._CURRCY,ZPI_SVL
6,52,2019010,CNY,1578601.9472478854
790,52,2018045,CNY,385663.8121611128
747,52,2019040,CNY,178644.4311020913
319,52,2019051,CNY,340843.7797469473
131,52,2020032,CNY,180515.4461031419
50,52,2019018,CNY,184225.16313982598
73,52,2019048,CNY,1329436.4466431171
702,52,2018016,CNY,186682.83157950517
127,52,2019044,CNY,5649.391527661353
550,52,2018048,CNY,1728993.4429382214
268,52,2020002,CNY,532136.806621953
44,52,2020028,CNY,329983.3229842239
701,52,2018035,CNY,736012.1773360942
957,52,2019052,CNY,283205.0021888599
34,52,2019040,CNY,1263469.2412699705
508,52,2019012,CNY,1407477.7086356133
437,52,2018043,CNY,703167.8601777198
530,52,2019013,CNY,1175254.9763070208
5,52,2019029,CNY,1645227.8657230258
402,52,2020049,CNY,571978.9804852713
84,52,2018032,CNY,1709466.8745366368
990,52,2020016,CNY,880216.1406667482
500,52,2020039,CNY,1569372.177942018
530,52,2019042,CNY,219593.26164738738
399,52,2018041,CNY,142686.13124047488
67,52,2018026,CNY,105230.30870077232
138,52,2019004,CNY,736795.8276779169
467,52,2020016,CNY,877764.7664632789
243,52,2019024,CNY,366163.31157914194
279,52,2018046,CNY,1695548.4774621949
854,52,2018006,CNY,1347007.8250024652
150,52,2019041,CNY,585270.1228159226
731,52,2018013,CNY,971838.6211899158
408,52,2019048,CNY,1371729.575895894
149,52,2020052,CNY,1608823.5795418522
512,52,2019002,CNY,554198.0799520707
821,52,2018023,CNY,149739.9560705514
862,52,2020044,CNY,1749126.2397825082
969,52,2019051,CNY,510256.2632703077
34,52,2019036,CNY,1323154.7138619975
641,52,2018020,CNY,31464.89296818005
725,52,2018009,CNY,968949.9707497845
572,52,2020035,CNY,394262.02405769064
260,52,2018034,CNY,160062.52711995045
647,52,2018039,CNY,1213507.2299704596
678,52,2020041,CNY,1526034.3286354523
954,52,2020032,CNY,197494.79630433963
426,52,2020020,CNY,1701879.0708035047
902,52,2020035,CNY,1743660.323637298
609,52,2019010,CNY,1524018.1859078994
666,52,2018002,CNY,1467116.666584845
625,52,2019049,CNY,1443941.0407408378
55,52,2019044,CNY,772675.3282175108
152,52,2018049,CNY,880114.6265469912
508,52,2019018,CNY,87365.95246876065
736,52,2020022,CNY,294913.85395256727
893,52,2018013,CNY,1042310.1361255833
817,52,2019023,CNY,1206991.6437688684
1,52,2019052,CNY,1361545.921450771
25,52,2019024,CNY,278598.3551880873
629,52,2019013,CNY,1287645.9670354743
59,52,2018050,CNY,919860.9998021785
297,52,2018004,CNY,30665.383488038122
44,52,2019018,CNY,1485683.9110061892
956,52,2019052,CNY,1448724.135342503
167,52,2020033,CNY,1674983.1155551998
215,52,2020009,CNY,1512285.454732351
422,52,2018019,CNY,647900.8135064902
724,52,2019019,CNY,1416822.7428681336
590,52,2018030,CNY,410892.87199420447
473,52,2018037,CNY,298183.24709698546
100,52,2020009,CNY,1465856.7187042157
56,52,2019050,CNY,688067.6350656319
679,52,2020028,CNY,424863.00370414666
947,52,2018002,CNY,966309.548538765
676,52,2019047,CNY,343665.23439231474
202,52,2020045,CNY,1183210.6520744658
850,52,2018042,CNY,1351287.9098204242
619,52,2018019,CNY,153408.4487772653
473,52,2019002,CNY,1281369.012408642
503,52,2020005,CNY,41610.327162987785
819,52,2020044,CNY,593028.1317088057
880,52,2019004,CNY,309713.4637537306
919,52,2018011,CNY,712473.0388001845
540,52,2020042,CNY,976071.7579287044
126,52,2018019,CNY,1290524.7158364542
743,52,2018032,CNY,360214.5027730875
724,52,2018049,CNY,1690679.3784143892
562,52,2020018,CNY,319916.7891708618
123,52,2018009,CNY,1237775.1114103731
488,52,2019022,CNY,229563.47728580277
531,52,2019039,CNY,1049547.16971979
591,52,2018046,CNY,1170295.0074046568
410,52,2018006,CNY,1112158.1884498764
658,52,2020030,CNY,1565814.736789345
533,52,2018042,CNY,348582.07511453226
523,52,2019021,CNY,477488.4759984047
362,52,2019046,CNY,1074154.3530164536
716,52,2018038,CNY,221108.98442770448
113,52,2018018,CNY,1562522.3502199296
648,52,2019049,CNY,143139.84422698192
932,52,2020048,CNY,1480354.088913371
248,52,2020016,CNY,1260927.4658139157
903,52,2018013,CNY,1054997.1761135436
324,52,2018045,CNY,160470.24352761338
149,52,2020051,CNY,1199368.3722221658
219,52,2018014,CNY,427419.6602491191
476,52,2018025,CNY,1261229.8047064773
862,52,2018003,CNY,1465131.6806276615
185,52,2020042,CNY,688346.3016691604
307,52,2019014,CNY,64136.81513406845
631,52,2020046,CNY,866496.256211873
953,52,2020034,CNY,1585634.4080378325
804,52,2019010,CNY,449337.0858909474
333,52,2018013,CNY,476505.1894722814
189,52,2020015,CNY,693981.2816916973
346,52,2020038,CNY,430773.25336106005
926,52,2019031,CNY,560755.6423147034
417,52,2018037,CNY,528356.687048319
337,52,2020050,CNY,1218296.5000086844
830,52,2019017,CNY,386171.86248772725
431,52,2019009,CNY,218193.8015986082
754,52,2019048,CNY,1271223.4993071542
664,52,2020038,CNY,500333.12268473464
951,52,2019014,CNY,1310057.7637346657
135,52,2020023,CNY,1650093.4039166088
105,52,2019051,CNY,1015937.2928134646
222,52,2020048,CNY,307501.11321185034
237,52,2019015,CNY,464433.70838397165
9,52,2018005,CNY,1023828.0282029267
629,52,2019042,CNY,976344.9755830396
468,52,2019052,CNY,266180.03632907575
425,52,2019036,CNY,1044204.8610553691
171,52,2019023,CNY,376164.0989104221
739,52,2018025,CNY,1483813.9708453948
598,52,2020021,CNY,992139.3871894176
761,52,2019024,CNY,1246243.1591158113
606,52,2020052,CNY,1048834.559834009
989,52,2020009,CNY,416249.8370155406
241,52,2018041,CNY,1343958.1244861502
451,52,2020007,CNY,502738.2629458589
885,52,2018005,CNY,1276772.7554093357
282,52,2020045,CNY,1176774.8047411041
566,52,2018015,CNY,633011.7005653757
285,52,2019006,CNY,310146.9341472198
790,52,2018008,CNY,158535.25532897792
534,52,2018011,CNY,742937.9327564301
70,52,2020030,CNY,177565.40914357157
997,52,2018038,CNY,1137288.809794946
969,52,2019048,CNY,116653.32998443716
540,52,2019009,CNY,1447479.5345898105
178,52,2018019,CNY,156621.79530388967
521,52,2019027,CNY,914403.0374494864
159,52,2019013,CNY,1063739.9434699696
719,52,2018038,CNY,1758025.8477189767
150,52,2018047,CNY,1607815.585658149
166,52,2020044,CNY,756022.0147089334
472,52,2019014,CNY,324377.0235419572
940,52,2019035,CNY,1220040.6808443614
608,52,2019027,CNY,1556860.6695626637
389,52,2019024,CNY,1710114.6881053066
62,52,2019012,CNY,577634.0824300717
734,52,2020014,CNY,710197.544966822
524,52,2019052,CNY,1509020.8235270432
891,52,2019003,CNY,1525478.9996271213
523,52,2018032,CNY,650445.1954381645
797,52,2020037,CNY,1648532.3445782985
238,52,2019016,CNY,339205.9637722389
226,52,2018017,CNY,700844.9643031288
408,52,2019031,CNY,786881.1990558219
820,52,2020015,CNY,1121895.1412874376
395,52,2018013,CNY,315229.0917623803
455,52,2019040,CNY,1241216.4211483775
157,52,2020025,CNY,942543.9387099397
361,52,2020024,CNY,1075765.1906758032
6,52,2019008,CNY,234456.23956655338
281,52,2019051,CNY,1691925.7915014904
454,52,2018039,CNY,1492936.9383478453
320,52,2020036,CNY,993242.9366990351
835,52,2020041,CNY,671629.9863395445
597,52,2019030,CNY,865845.1211045705
419,52,2018040,CNY,991834.7053589985
913,52,2018044,CNY,1094352.2465342055
701,52,2018045,CNY,811884.0755002962
400,52,2019023,CNY,1290527.7010252643
10,52,2020024,CNY,1551662.1248987555
267,52,2018045,CNY,251094.4690191745
254,52,2019008,CNY,100203.31447233801
143,52,2018032,CNY,1138536.3807084071
646,52,2019011,CNY,578271.1418963426
16,52,2018023,CNY,1431683.6413796449
257,52,2019030,CNY,1044216.6623681501
765,52,2018033,CNY,99452.01404786512
574,52,2018050,CNY,1169868.201706191
835,52,2018008,CNY,682453.0975734481
571,52,2019037,CNY,1525986.0508788552
670,52,2019036,CNY,585371.5283270209
930,52,2019021,CNY,1235193.900997259
547,52,2019007,CNY,1532533.1746722395
479,52,2019045,CNY,588200.1818027783
694,52,2019037,CNY,704379.6812378747
434,52,2020036,CNY,1734909.4310871547
858,52,2019016,CNY,1385736.8182619424
793,52,2020026,CNY,574848.8666796684
985,52,2018023,CNY,585950.4043102892
637,52,2019019,CNY,265610.9609362247
984,52,2020052,CNY,1076776.2692396499
193,52,2018035,CNY,47140.08215132592
849,52,2018044,CNY,1016466.625133845
517,52,2018020,CNY,905497.4068635274
766,52,2020013,CNY,153471.46488013916
731,52,2019023,CNY,875898.5441329593
686,52,2019032,CNY,1030020.5775987811
496,52,2018032,CNY,124625.75020066513
719,52,2020045,CNY,1339352.9366108102
131,52,2018009,CNY,544216.7755674882
728,52,2020025,CNY,1555165.9167176823
922,52,2018024,CNY,846275.4724222358
944,52,2018032,CNY,863574.2075892647
911,52,2019024,CNY,1296888.6689950896
453,52,2018010,CNY,209638.97569154974
939,52,2019019,CNY,1327981.3594824974
513,52,2019017,CNY,793740.23637211
441,52,2018009,CNY,1040927.0394230977
448,52,2019040,CNY,549085.9228687042
923,52,2019044,CNY,500861.2073151622
439,52,2018020,CNY,1461438.9534075654
136,52,2019038,CNY,118097.29662854911
802,52,2020009,CNY,830959.1192598813
653,52,2020022,CNY,874475.4182392302
70,52,2019045,CNY,547302.0124110943
571,52,2019005,CNY,143981.89538125927
990,52,2019037,CNY,1398833.8074292147
776,52,2020045,CNY,1450472.708557364
884,52,2019037,CNY,690880.08918277
723,52,2020042,CNY,342648.1381036312
798,52,2019015,CNY,705479.2323849865
537,52,2019039,CNY,1553852.379302321
145,52,2018016,CNY,1530856.3636997107
750,52,2018006,CNY,433097.867530707
990,52,2019020,CNY,124468.12327905581
660,52,2020046,CNY,1610735.165897824
677,52,2019052,CNY,1696152.3563675417
332,52,2019044,CNY,1117602.4569682074
292,52,2019035,CNY,1417570.9298334282
25,52,2020028,CNY,1316559.447082239
566,52,2020009,CNY,473095.46852413396
545,52,2019011,CNY,1146107.6647746773
349,52,2019022,CNY,1223749.3383199435
609,52,2019043,CNY,888942.4870825436
53,52,2019025,CNY,1042194.3582088832
571,52,2018004,CNY,418198.09266163025
692,52,2019018,CNY,52698.679376937755
834,52,2018001,CNY,1196197.6682172958
275,52,2019044,CNY,865373.5351392557
884,52,2019024,CNY,475633.13874596974
87,52,2020033,CNY,177447.8051323356
328,52,2019042,CNY,226498.79584646993
954,52,2020040,CNY,870750.5661844818
673,52,2018006,CNY,838385.3899093611
379,52,2019006,CNY,246561.5303062312
419,52,2019043,CNY,853060.7607414426
475,52,2020035,CNY,1381592.7020026299
662,52,2020013,CNY,249700.25127340257
534,52,2020027,CNY,669051.444934358
789,52,2019007,CNY,8584.547598982042
352,52,2020032,CNY,312517.3687168538
998,52,2020014,CNY,1693133.7515483855
420,52,2018043,CNY,1046158.4764031144
316,52,2020020,CNY,1029261.4235281749
906,52,2020014,CNY,1113792.7105649256
802,52,2020042,CNY,1118702.7812121706
952,52,2020004,CNY,624996.3878932095
471,52,2018033,CNY,1422266.6182244278
647,52,2018028,CNY,81837.76453863045
537,52,2019033,CNY,357947.8932178597
103,52,2019025,CNY,598454.451566415
406,52,2018026,CNY,1106372.136085046
15,52,2018006,CNY,877586.9603150552
13,52,2019041,CNY,353168.6725794843
825,52,2020031,CNY,1047469.27466302
263,52,2018044,CNY,1023601.447027043
931,52,2019026,CNY,260929.99625734898
668,52,2018011,CNY,150772.20336478757
632,52,2020039,CNY,1414324.1348353305
250,52,2020043,CNY,1556880.95379994
869,52,2020026,CNY,547410.2588873649
522,52,2020039,CNY,636028.0803326428
141,52,2019037,CNY,415916.34988395625
229,52,2019043,CNY,1519855.9415427377
346,52,2020027,CNY,1167252.935807054
586,52,2020041,CNY,215963.12393193837
566,52,2018049,CNY,216625.1207459574
296,52,2019047,CNY,1545289.619351842
267,52,2020004,CNY,532194.0916657734
167,52,2020013,CNY,1450542.4608332817
230,52,2020002,CNY,1279217.2426529028
397,52,2020048,CNY,1098380.3543064806
209,52,2018007,CNY,330751.9085025539
280,52,2019046,CNY,1403094.7285095174
545,52,2019030,CNY,1681624.8608051548
802,52,2019014,CNY,443014.68223194807
100,52,2019049,CNY,1537246.1944208322
804,52,2019012,CNY,1565829.8987859245
2,52,2018012,CNY,1110828.1810511043
127,52,2018050,CNY,1038054.9508626706
935,52,2020038,CNY,1190481.6765290718
916,52,2019006,CNY,410391.1244431847
838,52,2020043,CNY,863127.8216570945
564,52,2020031,CNY,459528.69954749267
606,52,2019022,CNY,329506.10383131687
725,52,2020032,CNY,1513297.9268255164
443,52,2018036,CNY,487811.1622388874
551,52,2020021,CNY,1005669.964706572
559,52,2019024,CNY,964649.2538224153
489,52,2018029,CNY,361028.7437942562
725,52,2020037,CNY,1195609.509983048
231,52,2018022,CNY,542859.3735705132
37,52,2020005,CNY,449105.17368098913
539,52,2020011,CNY,1566018.6037889249
112,52,2018005,CNY,394104.0761579797
48,52,2018027,CNY,308882.5558854301
113,52,2019022,CNY,323776.7283942264
748,52,2019025,CNY,1239595.876611822
175,52,2019022,CNY,1751310.9279330068
805,52,2019027,CNY,617052.9757289129
913,52,2019052,CNY,233355.71046347733
95,52,2019031,CNY,1013577.6885699134
953,52,2020009,CNY,1556263.7477501726
783,52,2019024,CNY,539136.4544381268
771,52,2018037,CNY,1187060.1671558642
951,52,2019022,CNY,1145525.6689117416
806,52,2020042,CNY,696034.8606819542
216,52,2020015,CNY,1124292.6151436681
861,52,2018035,CNY,569268.2256065697
654,52,2020019,CNY,348006.7173609057
734,52,2018006,CNY,991104.9231954212
67,52,2018039,CNY,1039375.4467763889
433,52,2019028,CNY,94567.02476648486
900,52,2019044,CNY,258206.7958803551
148,52,2019052,CNY,812615.2928964221
688,52,2020006,CNY,841985.9025277151
959,52,2019021,CNY,981850.9656940016
151,52,2018040,CNY,1513045.4360378303
84,52,2019041,CNY,1015451.6884043821
196,52,2020031,CNY,521187.1887836063
640,52,2020050,CNY,702680.7528288832
238,52,2018052,CNY,870968.4448299368
15,52,2019043,CNY,130214.24161609857
617,52,2018050,CNY,868154.9208280059
756,52,2020044,CNY,1118241.625799649
226,52,2019014,CNY,138896.88850980502
248,52,2018045,CNY,1697811.3958667943
306,52,2018026,CNY,220961.10193237016
637,52,2019050,CNY,1208438.3123655093
599,52,2018018,CNY,84866.18598389433
832,52,2020044,CNY,972581.3255340632
332,52,2018006,CNY,957608.9384911238
860,52,2018046,CNY,1117815.7660241572
445,52,2018018,CNY,784100.2166660088
969,52,2018006,CNY,1006508.6793457689
129,52,2018006,CNY,66956.79901275244
942,52,2020032,CNY,882972.4971021739
662,52,2018035,CNY,37465.92404612534
624,52,2018003,CNY,990671.3859574336
62,52,2020041,CNY,504471.78139294597
377,52,2020021,CNY,77826.13720079446
185,52,2019032,CNY,387859.87230488984
869,52,2020020,CNY,230418.28894540627
845,52,2020037,CNY,1615923.6362921011
835,52,2019044,CNY,1433200.1094656368
623,52,2018050,CNY,1704916.7057659153
697,52,2018052,CNY,333104.40024839516
84,52,2019024,CNY,1118517.7000291522
58,52,2019019,CNY,1473134.0513870032
595,52,2020032,CNY,1260542.4623034354
834,52,2019037,CNY,997122.6763761049
862,52,2020016,CNY,1720112.776446971
250,52,2020019,CNY,1103848.707970852
203,52,2020002,CNY,1406350.3866450163
848,52,2019011,CNY,998619.2177148783
470,52,2018047,CNY,445991.3278440592
785,52,2020039,CNY,502625.1311552343
890,52,2018024,CNY,1330096.6556389846
920,52,2019003,CNY,1670589.962006249
174,52,2018001,CNY,660908.4168382686
773,52,2018027,CNY,663279.8804266345
488,52,2018041,CNY,1325433.101244635
544,52,2018022,CNY,1352325.0918648972
884,52,2019029,CNY,1521787.9445483622
856,52,2019038,CNY,1663777.7828745735
311,52,2020045,CNY,52027.4607691934
954,52,2019029,CNY,1359789.8239636198
343,52,2019023,CNY,1610659.4125896904
367,52,2020006,CNY,763770.6300427971
531,52,2018029,CNY,1043430.9590272496
421,52,2019020,CNY,1566690.6262118157
315,52,2019025,CNY,1738832.4546358734
711,52,2019034,CNY,411696.31556656404
145,52,2019032,CNY,438059.2815263096
996,52,2019050,CNY,1662939.3601689648
766,52,2019048,CNY,1068489.2274988305
544,52,2020046,CNY,1557025.865803987
440,52,2018030,CNY,943470.9397009662
102,52,2020043,CNY,258156.80839412185
662,52,2020022,CNY,669635.8171400875
971,52,2019026,CNY,1458722.5054711828
714,52,2018020,CNY,1642839.750240778
650,52,2018020,CNY,1244486.500377895
532,52,2019041,CNY,630104.3417050011
154,52,2018001,CNY,287602.61078789586
535,52,2018016,CNY,1640883.2171157256
661,52,2018051,CNY,1176258.5570349593
102,52,2019016,CNY,736282.6270254212
483,52,2018052,CNY,1155192.0085750597
371,52,2020013,CNY,961919.3975631726
938,52,2020005,CNY,1078083.2429901564
211,52,2018045,CNY,1605297.724958856
662,52,2019043,CNY,1688573.930483181
233,52,2019030,CNY,1089596.642193945
527,52,2019016,CNY,131377.19981699274
761,52,2019052,CNY,1247799.5108939244
917,52,2018022,CNY,284911.78889829165
56,52,2019010,CNY,478040.4923316045
727,52,2019010,CNY,1027901.9779557447
79,52,2019035,CNY,179014.46545089743
881,52,2019001,CNY,1025964.3434084447
433,52,2020025,CNY,679184.6245108991
797,52,2018016,CNY,529269.113456033
729,52,2019036,CNY,1165985.3008595644
10,52,2019019,CNY,271839.0916664244
961,52,2020030,CNY,337389.2790382254
301,52,2018051,CNY,273396.6969975936
896,52,2020032,CNY,835464.0998377594
736,52,2019017,CNY,214361.42001995046
117,52,2018005,CNY,278991.40442824666
558,52,2018012,CNY,1022697.7509355614
992,52,2018042,CNY,764403.0743701217
59,52,2018020,CNY,81480.41754678005
2,52,2020036,CNY,1192039.349934949
949,52,2018019,CNY,1386360.2683921934
3,52,2018009,CNY,1168420.2570182965
593,52,2019004,CNY,1527153.473810358
633,52,2019043,CNY,240078.80194100845
384,52,2019037,CNY,42037.590553427784
190,52,2018032,CNY,147904.89680736768
223,52,2019052,CNY,1525483.7739992032
235,52,2019047,CNY,1646452.6317858123
456,52,2019049,CNY,61744.20402100233
155,52,2020045,CNY,518963.7879900427
884,52,2018033,CNY,1530393.2364539453
706,52,2018033,CNY,1517524.4989806076
698,52,2019043,CNY,527098.7262436302
951,52,2018019,CNY,262900.71656042105
892,52,2020035,CNY,1392814.7125917845
781,52,2020028,CNY,1607627.1482974668
729,52,2020011,CNY,1146810.2876847836
328,52,2019037,CNY,1732587.820412511
659,52,2019028,CNY,1645897.0777787645
512,52,2020021,CNY,1475021.22715931
238,52,2020032,CNY,1394542.717908509
716,52,2018001,CNY,1142002.9560147775
335,52,2019041,CNY,958470.7189534849
992,52,2018010,CNY,178754.7851234496
536,52,2018037,CNY,1475598.4787763513
874,52,2018001,CNY,453931.4455804631
805,52,2018051,CNY,1716747.6657852458
280,52,2018005,CNY,1519753.9187748495
306,52,2018010,CNY,1294995.7263041772
460,52,2019019,CNY,762111.4773089756
59,52,2018030,CNY,1585152.8408843414
892,52,2018006,CNY,1111611.8936394532
908,52,2019039,CNY,1645454.0348733421
274,52,2018025,CNY,374948.4110720258
986,52,2020032,CNY,574428.2487988163
437,52,2019020,CNY,1497975.4770284824
150,52,2019011,CNY,1709545.8283037907
772,52,2019024,CNY,1706111.3612062694
154,52,2019003,CNY,177433.65127012852
84,52,2020019,CNY,1744551.7330348478
793,52,2019001,CNY,1764157.3898332005
711,52,2020052,CNY,21426.953401066487
899,52,2018017,CNY,361258.8454753967
571,52,2019027,CNY,720187.2755522298
859,52,2018021,CNY,594732.6806030836
33,52,2020040,CNY,395391.83672500233
556,52,2018023,CNY,439205.5214472591
900,52,2018008,CNY,1054685.0468353608
163,52,2020004,CNY,1110576.659843478
351,52,2018015,CNY,420883.2961156898
371,52,2019013,CNY,739913.3264579551
378,52,2018028,CNY,681739.3820909831
396,52,2019014,CNY,587670.5866395766
322,52,2020040,CNY,354905.2209791856
689,52,2018035,CNY,92074.14781993913
381,52,2018050,CNY,1089228.967102468
273,52,2020042,CNY,281291.4190749928
455,52,2018026,CNY,1426322.0677324294
531,52,2018012,CNY,473894.2318008781
276,52,2019002,CNY,302203.70083468826
335,52,2018004,CNY,1062926.2978977822
720,52,2019010,CNY,980689.5248171444
619,52,2018023,CNY,1155791.1914637657
384,52,2020001,CNY,412483.67695619207
791,52,2018043,CNY,600867.5288540482
289,52,2018014,CNY,133807.62788549726
535,52,2020030,CNY,557129.7527177755
318,52,2019032,CNY,193701.96404665787
392,52,2020029,CNY,177950.00458945264
117,52,2019049,CNY,252838.6008797555
246,52,2020052,CNY,884509.5424679924
213,52,2020019,CNY,1011443.2269771714
489,52,2019017,CNY,1046633.7390576905
861,52,2019037,CNY,1612377.5845454219
948,52,2020037,CNY,1723775.785751682
727,52,2018024,CNY,394134.3860184623
209,52,2020033,CNY,866009.3699653852
484,52,2018034,CNY,190554.79614355924
531,52,2019024,CNY,193375.99309040027
34,52,2019027,CNY,854935.80229917
393,52,2019034,CNY,1586008.0484355926
301,52,2018026,CNY,635469.7461050005
297,52,2020006,CNY,1503419.5756644807
195,52,2019033,CNY,733073.8081082075
775,52,2019040,CNY,857489.0264009703
137,52,2018041,CNY,1699679.7846188208
676,52,2019014,CNY,134838.9854341146
148,52,2019018,CNY,49487.87586796438
874,52,2019015,CNY,17909.14717562433
563,52,2019015,CNY,1667644.386532058
274,52,2018019,CNY,786936.8565992006
576,52,2019005,CNY,896579.5407875592
552,52,2020002,CNY,977438.3780379125
85,52,2018040,CNY,619545.0461283985
246,52,2020052,CNY,1621222.5865334026
561,52,2019018,CNY,1542772.7021080982
59,52,2020049,CNY,777597.7242258424
982,52,2019001,CNY,1596530.263895566
578,52,2018026,CNY,1052343.615072352
671,52,2018008,CNY,395386.61714134464
327,52,2018006,CNY,52339.43763188961
36,52,2018015,CNY,628909.1555716222
497,52,2018026,CNY,914758.148649615
896,52,2018031,CNY,12749.3476237548
537,52,2019020,CNY,934136.2607743902
133,52,2019051,CNY,1036798.6967401371
896,52,2018050,CNY,700646.2826430157
905,52,2019013,CNY,783072.0275933648
218,52,2018017,CNY,1146828.1137543581
155,52,2020039,CNY,1750871.5041510419
88,52,2019002,CNY,1114268.987972898
229,52,2018006,CNY,1378995.863428183
608,52,2018002,CNY,1209968.8462936745
983,52,2020001,CNY,490984.76428490237
642,52,2020005,CNY,853115.4702519566
620,52,2020025,CNY,1123133.552730906
547,52,2019049,CNY,609232.6901757705
40,52,2018052,CNY,460972.73679896706
86,52,2018037,CNY,1710062.4748036617
21,52,2018047,CNY,368631.73669725034
913,52,2018023,CNY,1573716.7521194462
169,52,2018003,CNY,423877.41856302816
792,52,2020016,CNY,1475318.0606721356
421,52,2020041,CNY,1398003.350411664
863,52,2018050,CNY,826337.734191433
902,52,2020048,CNY,1092043.9753659612
561,52,2019025,CNY,727146.3164801905
517,52,2020003,CNY,1032095.8697581729
438,52,2019049,CNY,964385.8231376287
52,52,2019020,CNY,401024.91940574197
269,52,2018041,CNY,1126076.2077859412
144,52,2020007,CNY,380302.69889913715
778,52,2018049,CNY,15900.940896839718
204,52,2020026,CNY,139828.67941082417
958,52,2020049,CNY,1682265.0726508778
253,52,2019030,CNY,1445826.4769683825
35,52,2020030,CNY,1132054.6796014905
91,52,2019020,CNY,1319052.9587020322
761,52,2019015,CNY,289077.9512504387
859,52,2018008,CNY,1406221.3348934187
235,52,2018043,CNY,566415.0524225151
196,52,2020044,CNY,885137.4521471423
926,52,2019030,CNY,980161.5781272658
714,52,2020023,CNY,471685.09732058435
738,52,2018041,CNY,256022.40470710865
733,52,2019019,CNY,557123.2323929381
291,52,2019044,CNY,1676867.3874540308
51,52,2019012,CNY,995436.0489060242
410,52,2020045,CNY,616249.9924897508
744,52,2020021,CNY,1526601.68528799
594,52,2018041,CNY,1200756.947900988
202,52,2019038,CNY,1561466.9240401604
151,52,2018015,CNY,230346.7961104686
998,52,2019029,CNY,445767.74938336137
926,52,2020035,CNY,270651.49772999244
524,52,2020044,CNY,955905.749925795
883,52,2020050,CNY,45634.91476390189
484,52,2018007,CNY,542075.0164952812
487,52,2019047,CNY,378550.2680944022
882,52,2018005,CNY,1007905.0737972938
736,52,2019007,CNY,1396716.2324228773
951,52,2019026,CNY,1171636.2827742882
151,52,2019017,CNY,110158.36722450286
903,52,2019044,CNY,861395.0072220209
895,52,2020006,CNY,774907.6275214534
470,52,2020051,CNY,809275.2119969606
57,52,2020021,CNY,318782.06240850774
184,52,2020039,CNY,1311971.2956209122
541,52,2019022,CNY,1658124.967568302
131,52,2019050,CNY,803716.7456260492
741,52,2018038,CNY,181802.18385637275
870,52,2018052,CNY,1100943.7566109016
218,52,2018006,CNY,125597.9659773555
286,52,2018042,CNY,647917.5776909952
982,52,2018035,CNY,511470.6290115541
497,52,2018052,CNY,924204.8279604365
239,52,2018035,CNY,903969.8616629657
249,52,2018008,CNY,795842.0607464412
968,52,2020019,CNY,1117744.1126724621
382,52,2018013,CNY,642652.683610883
862,52,2019036,CNY,163056.29013282195
910,52,2018043,CNY,417480.34963932296
289,52,2020019,CNY,1460713.008814195
191,52,2018027,CNY,355361.46230346744
546,52,2020035,CNY,975311.6377952324
643,52,2019022,CNY,269167.41536336404
32,52,2018030,CNY,1298089.5504808712
197,52,2020005,CNY,1496651.699091692
158,52,2019032,CNY,659957.1839886911
255,52,2020045,CNY,637425.8342653038
193,52,2019020,CNY,1470887.1566739304
183,52,2020028,CNY,1022504.7795607955
379,52,2019029,CNY,1013964.77383569
42,52,2020017,CNY,411499.9751132258
682,52,2020018,CNY,1046739.9754422808
589,52,2019048,CNY,1672228.3673341111
886,52,2018047,CNY,245563.44468129202
744,52,2020011,CNY,718912.136514606
875,52,2018022,CNY,1423838.9098478877
516,52,2019015,CNY,1282327.7167373665
737,52,2019003,CNY,472122.8872467645
635,52,2018045,CNY,1647419.921989404
375,52,2020030,CNY,1418508.5807940266
647,52,2019010,CNY,479572.0248110245
607,52,2020015,CNY,1018904.9167278364
411,52,2020002,CNY,171514.8683617546
443,52,2019048,CNY,1487563.9336752857
706,52,2019003,CNY,482298.88608654856
863,52,2019027,CNY,253604.80033490082
377,52,2019023,CNY,1605685.1000301775
111,52,2020016,CNY,993697.0293866697
883,52,2018004,CNY,372323.6656434297
89,52,2018032,CNY,62564.68512962182
896,52,2019018,CNY,1449579.399876928
475,52,2019045,CNY,1690392.7255493356
413,52,2020008,CNY,447413.2967005772
406,52,2019031,CNY,1101740.8498940982
223,52,2019043,CNY,415746.082568892
169,52,2018052,CNY,164203.56213568462
691,52,2019037,CNY,429428.91981617623
573,52,2020003,CNY,776768.1769120197
801,52,2019036,CNY,344697.9959736644
755,52,2018017,CNY,1396488.1915262828
630,52,2018040,CNY,400239.67759954446
162,52,2020031,CNY,211668.58695963174
472,52,2019039,CNY,1611051.0773261446
706,52,2020038,CNY,984283.5533956776
66,52,2020036,CNY,1340773.0354277962
456,52,2018023,CNY,341291.59145726706
589,52,2018035,CNY,922844.5775913658
112,52,2019035,CNY,1153206.3896569114
885,52,2019035,CNY,791718.1158645168
896,52,2020030,CNY,849401.7576299983
210,52,2018017,CNY,1171807.3485844384
105,52,2019013,CNY,137204.47919642102
780,52,2020045,CNY,890126.1683071284
373,52,2020020,CNY,959574.059939632
847,52,2019021,CNY,217163.06422915086
907,52,2018029,CNY,308518.5426772625
265,52,2018031,CNY,614852.1367593777
496,52,2020025,CNY,1077255.4081964015
137,52,2020033,CNY,1244282.7085617145
123,52,2018031,CNY,1155620.1927099454
901,52,2019027,CNY,387085.65908646845
496,52,2018032,CNY,559792.0742082621
109,52,2018024,CNY,100798.71401715305
82,52,2019035,CNY,356286.69385586516
